"Δηλαδή εάν είχε καταχωρηθεί νομικά ο ρατσιστικός όρος ""γυναικοκτονία"" η δολοφονία θα είχε αποτραπεί και η γυναίκα θα ζούσε;",NEGATIVE,ANGER
Δε μπορεί να είσαι τόσο στόκος,NEGATIVE,ANGER
Μωρέ μαλάκες γιατί δεν πίνετε τα χάπια σας;,NEGATIVE,ANGER
Τι σας φταίνε οι γυναίκες τού κόσμου;,NEGATIVE,ANGER
Άλλη μια που λείπει από σήμερα,NEGATIVE,SADNESS
επειδή κάποιος άρρωστος τη θεωρούσε κτήμα του,NEGATIVE,ANGER
Τι δεν καταλαβαίνετε;,NEGATIVE,ANGER
Μια ιστορία φαντασίας: στην Ελλάδα του 2024 μια γυναίκα καταγγέλει στις 11 Ιουλίου κακοποίηση,NEUTRAL,NO-EMOTION
οι αρχές δεν καταφέρνουν να τον βρουν και 2 μέρες μετά παρόλο που τους είχε ξανακαλέσει την σκοτώνει,NEGATIVE,SADNESS
Δεν έφθασαν ποτέ💔,NEGATIVE,SADNESS
"Όλα αυτά στην Ελλάδα που δεν κατοχυρώνει τον όρο γυναικοκτονια για να μην δυσαρεστήσει την συντηρητική πλευρά της κοινωνίας και τους διάφορους ""Σαμαράδες""",NEGATIVE,ANGER
Αν σε κανέναν δεν θυμίζει ιστορία φαντασίας αλλά αλήθειας ΕΧΕΙ ΔΙΚΙΟ,NEGATIVE,ANGER
Η αντίληψη ότι το καταπιεσμένο πρέπει να δείξει κατανόηση στο θύτη γιατί μπορεί να τυχαίνει να ήταν και αυτός καταπιεσμένος κάποια στιγμή στην ιστορία του λέει ότι το πιο αδύναμο θύμα ευθύνεται για τη δική του καταπίεση και την καταπίεση του θύτη του,NEGATIVE,ANGER
Πατριαρχία 100%,NEGATIVE,ANGER
Το λέω συχνά στη δουλειά μου,NEUTRAL,NO-EMOTION
"Το ""καμία μόνη"" είναι ένα ωραίο σύνθημα",POSITIVE,JOY
Στην πραγματικότητα όμως είμαστε όλες μόνες μας,NEGATIVE,SADNESS
"Για αυτό η παιδεία οφείλει να μας εφοδιάζει με τα ""εργαλεία"" για το ξεκίνημα της πολύπλευρης ενδυνάμωσής μας με 1ο τη γνώση του τι εστί κακοποίηση",POSITIVE,JOY
"Eίναι δείγμα του πως κάποια κομματόσκυλα πήραν τις ""σκέψεις"" κάποιου δημοσιογράφου και έφτασαν να κατασπαραζουν μια αθλήτρια επειδή τυχαίνει να έχει σχέση με τον γιο του ΠΘ μόνο και μόνο για να χτυπήσουν τον Μητσοτάκη",NEGATIVE,DISGUST
Και ταυτόχρονα αυτά τα κομματόσκυλα φωνάζουν για το MeToo και άλλες πίπες,NEGATIVE,ANGER
Είναι τουλάχιστον ντροπή,NEGATIVE,DISGUST
Μου θέλουν και κίνημα MeToo,NEGATIVE,ANGER
Βόθροι αγαπητέ ότι μπορούν για να γελοιοποιηθούν περισσότερο,NEGATIVE,ANGER
Ασχέτως metoo τον θεωρώ από τους πιο υπερτιμημένους ηθοποιούς,NEGATIVE,ANGER
Ειδικά στο επεισόδιο του Στο Παρά Πέντε που είχαν λυσσάξει τότε τα μεσημεριανά με την «συγκλονιστική ερμηνεία» ήταν πραγματικά απαίσιος,NEGATIVE,ANGER
Τι δουλειά πιστεύεις θα κάνεις όταν θα αρχίσουν να μιλάνε;,NEGATIVE,ANGER
Δεν βλέπω πάντως την ίδια δυναμική παρέμβαση από ΠΘ και ΠτΔ κατά της βίας,NEGATIVE,ANGER
Μια διαγραφή για τα μάτια του κόσμου,NEGATIVE,ANGER
Όπως έγραψε και ο ίδιος θα συνεχίζει να ψηφίζει κλπ. καταλαβαίνετε τώρα πόσο καίγονται για τον άνθρωπο έτσι;,NEGATIVE,ANGER
Μόνο αν είναι να αποκομίσουν πολιτικό όφελος,NEGATIVE,DISGUST
Εντωμεταξύ διαδηλώνουν κάτι τέτοιες υπέρ των ανατολικών χωρών και τα αποτελέσματα είναι αυτά,NEGATIVE,ANGER
Για να δείτε ότι οι μαλακίες πληρώνονται,NEGATIVE,ANGER
Εεεε ρε τα μυαλά σας,NEGATIVE,ANGER
Περιμένω διαδήλωση των MeToo για τέτοια περιστατικά,NEGATIVE,ANGER
Εκτός αν τα γουστάρουν κάτι τέτοια τότε πάω πάσο,NEGATIVE,ANGER
δεν τα αφήνεις αυτά τα ψόφια,NEGATIVE,ANGER
μας πεις κάτι και για τον ξυλοδαρμό στην Πάτρα? ,NEGATIVE,ANGER
Γονείς έχετε το νου σας,NEGATIVE,FEAR
κάτι φασιστακια με υστερική φωνή διαλαλούν ότι είναι δασκάλες,NEGATIVE,ANGER
μην βρωμίσουν τα παιδιά σας,NEGATIVE,FEAR
δεν πειράζει θα γράφουν στα σόσιαλ,NEGATIVE,DISGUST
"MeToo αλληλέγγυες καλλιτέχνιδες ""με τον άθρωπο"" λοιπές λεχρίτισσες να γνωρίσετε έναν άντρα να σας συμπεριφέρετε όπως αυτοί που υποστηρίζετε",NEGATIVE,ANGER
Μα έτσι είναι η κουλτούρα τους,NEGATIVE,DISGUST
"Ποια τιμωρία αξίζει σε έναν ""πατέρα"" και έναν ""θείο"" που ξυλοκόπησαν και έστειλαν στο νοσοκομείο τον 15χρονο γιο και ανιψιό τους επειδή τους είπε ότι είναι ομοφυλόφιλος",NEGATIVE,ANGER
Εδώ υπάρχει ένας έρωτας μεγάλος και αν ο γέρος δεν πεθάνει γρήγορα θα τον καταγγείλει για ενδοοικογενειακή βία ότι της πέταξε την μασέλα του στο κεφάλι της και έπαθε διάσειση,NEGATIVE,DISGUST
ωιμέ😂😂,POSITIVE,JOY
Είμαι σίγουρος ότι είναι MeToo και αυτή,NEGATIVE,DISGUST
Τι νόμιζες μωρή μαλάκω,NEGATIVE,ANGER
θα το άφηνε έτσι μη τυχόν και κλαφτείς στα MeToo;,NEGATIVE,ANGER
Κάτσε εδώ τώρα 🖕🖕🖕🖕,NEGATIVE,ANGER
"Υπάρχουν άραγε διαδηλώσεις από<<ανθρωπιστικές>> ,<<γυναικείες>> οργανώσεις ή μπα",NEGATIVE,ANGER
επειδή είναι λαθροϊσλαμιστής προστατευόμενος δολοφόνος βιαστής,NEGATIVE,ANGER
Για πιο λόγο να βοηθήσουν οι άντρες;,NEGATIVE,ANGER
καμία βοήθεια από την πατριαρχια,NEGATIVE,ANGER
απορώ γιατί το αναφέρεις και κλαίγεσαι κιόλας,NEGATIVE,ANGER
Μόνο οι αδερφές μας θα μπορούσαν να σε σώσουν,NEGATIVE,ANGER
Τα σχόλια κάτω απο αυτή την ανάρτηση δείχνουν ξεκάθαρα σε τι κατάσταση βρίσκεται η ελληνική κοινωνία,NEGATIVE,DISGUST
Αν δεν διδάξει κάποιος στα παιδιά κάτι διαφορετικό από αυτό που ακούνε απο τους γονείς τους φοβάμαι πως στο μέλλον θα δούμε χειρότερα πράγματα,NEGATIVE,FEAR
MeToo του φτωχού 😂😂😂😂,POSITIVE,JOY
Κοινωνική παρακμή,NEGATIVE,ANGER
Κρίση Αξιών,NEGATIVE,ANGER
Έκπτωση Ηθών και οι άγγελοι έκπτωτοι,NEGATIVE,ANGER
"H παράμετρος που ουδείς έχει επισημάνει έως τώρα 
και πρέπει να τεθεί στον Δημόσιο Διάλογο ""είναι ότι οι γυναίκες που χειρίστως (μη) πράττουσες
δεν καταγγέλλουν τον κακοποιητή τους""",NEGATIVE,ANGER
σιωπούν (και) για να μην εκθέσουν τα καταστροφικά κριτήριά τους,NEGATIVE,ANGER
Γιατί δεν ασχολείται κανείς με τη σύλληψη του δημοσιογράφου της ΕΡΤ για τον ξυλοδαρμό της συζύγου του άραγε;,NEGATIVE,ANGER
Αν στη θέση του ήταν κάποιος δημοσιογράφος του ΣΚΑΪ θα είχαμε την ίδια σιγή ασυρμάτου;,NEGATIVE,ANGER
Είστε τόσο υποκριτές τελικά σύντροφοι;,NEGATIVE,ANGER
Δεν αηδιάζετε με την ύπαρξή σας;,NEGATIVE,DISGUST
Και αν η γιαγιά μου είχε καρούλια θα ήταν αυτοκίνητο,NEGATIVE,ANGER
Οι ανθελληνικές αντιχριστιανικές και ακροαριστερές φεμινιστικές οργανώσεις κάνουν χυδαία σπέκουλα πάνω σε αληθινά ή ψεύτικα θύματα για να έχουν χρήμα κοινωνική εξουσία κι ανεξέλεγκτη πολιτική επιρροή όπως στις ΗΠΑ με το metoo,NEGATIVE,DISGUST
Κατερίνα ευχαριστούμε που λόγω της συμμετοχής σου ξεχάστηκε το metoo και αποκαλύφθηκε η κακία και η ζήλεια των ανθρώπων(κυρίως των γυναικών),POSITIVE,JOY
Τη γυναίκα τη λατρεύουμε μωρέ μαλάκες δεν τη δερνουμε,NEGATIVE,ANGER
ΚΑΜΙΑ ΠΟΤΕ ΞΑΝΑ,NEGATIVE,ANGER
Μωρέ μαλάκες τι πίνετε και σας πειράζει;,NEGATIVE,ANGER
Αν είστε άρρωστοι να πάτε στο γιατρό,NEGATIVE,DISGUST
αν μαστουρώνετε να κάνετε απεξάρτηση,NEGATIVE,ANGER
αν είστε νευρικοί να απευθυνθείτε σε νευρολόγο,NEGATIVE,ANGER
για οτιδήποτε άλλο ντουγρού στη μαμάκα σας να σας ξανά γαλουχήσει,NEGATIVE,ANGER
Κάτω τα ξερά σας,NEGATIVE,DISGUST
Το παν είναι να μην απολυθεί,NEUTRAL,NO-EMOTION
Όλα τα άλλα γίνονται,NEUTRAL,NO-EMOTION
Όχι δεν αυξήθηκαν ξαφνικά τα κρούσματα έμφυλης βίας τις τελευταίες ημέρες,NEGATIVE,ANGER
Αυξήθηκαν τα ανοιχτά στόματα,NEGATIVE,SURPRISE
Αυτή είναι η δύναμη του κινήματος MeToo,POSITIVE,JOY
Ωραίος,POSITIVE,JOY
Να τον χαίρεστε,POSITIVE,JOY
Ο σεξισμός είναι ωραίος όταν απευθύνεται σε άτομο που δεν μας αρέσει έτσι;,NEGATIVE,DISGUST
Ρε παιδιά πόσοι δεν δέρνουν τις γυναίκες τους;,NEGATIVE,ANGER
Αίσχος,NEGATIVE,DISGUST
Πώς σας ανέθρεψαν;,NEGATIVE,ANGER
"Και να μην ξεχνάμε πως για την αρχική φυλάκιση του Τζούλιαν Ασάνζ χρησιμοποιήθηκαν δύο σουηδέζικα τανάκια meToo που κατήγγειλαν ""βιασμό""",NEGATIVE,ANGER
Το σχόλιο της Χρύσας Ρώπα για το κίνημα metoo που κανένας δεν κατάλαβε,NEUTRAL,SURPRISE
Δεν καταλαβαίνω τι λέει η κυρία Ρώπα για το metoo και κάτι μου λέει ότι «κάηκαν» και ο Φώτης με τη Τζένη,NEGATIVE,ANGER
Σταματήστε να ασχολείστε με το θύτη και ασχοληθείτε με το θύμα,NEGATIVE,ANGER
Όλα τα φιλαράκια της Ζήνας🤣🤣🤣,POSITIVE,JOY
Το μπλοκαρα το σκατοφασιστάκι,NEGATIVE,ANGER
Είναι απο τα πιο χυδαία τουϊτ που έχω δει εδώ μέσα,NEGATIVE,DISGUST
Συφιλιάρα επειδή έχει λεύκη ρε,NEGATIVE,ANGER
Και μετά αυτοί στο παίζουν προοδευτικοί κατά του body shaming και σηκώνουν χασταγκ metoo,NEGATIVE,ANGER
Μιλάμε για σιχάματα,NEGATIVE,DISGUST
Τι έγινε ρε καλόπαιδα εκεί στο metoo τόσο ξύλο έπεσε;,NEGATIVE,ANGER
ούτε ανακοίνωση δεν βγήκε,NEGATIVE,SURPRISE
Τόσος ντόρος στα κανάλια,NEGATIVE,SURPRISE
Που είναι όλες αυτές οι πικραμένες ψυχές του Σύριζα να βάλουν κατά της γυναικείας κακοποίησης;,NEGATIVE,ANGER
Για τα gaypride πρώτοι είστε,NEGATIVE,ANGER
Τι υποκρισία,NEGATIVE,DISGUST
Έλα Ζήνα ακόμα να σκύψεις για τη συγνώμη που λέγαμε,NEGATIVE,ANGER
"Τελικά μετά από αυτό το συμβάν εκεί στο Χαμογέλα και Πάλι
θεωρείτε το cancel υπερβολή;",NEGATIVE,ANGER
Το Star θα πρέπει να απαντήσει πως αποδέχεται να έχει εν έτει 2024 μια τέτοια παρουσιάστρια που έχει ασκήσει βία,NEGATIVE,DISGUST
Ως Ψεκασμένος Συνομοσιωλόγος που είμαι για μερικούς θα πω το εξής χωρίς στοιχεία αλλά σαν διαπίστωση,NEGATIVE,ANGER
Ο Λύτρας δεν υπερασπιζόταν την μητέρα της 12χρόνης;,NEGATIVE,ANGER
Ξαφνικά έχει πέσει στα τάρταρα η φήμη του,NEGATIVE,SURPRISE
Λέτε να ξέρει πράματα και θέματα και ασχολείται η κοινή γνώμη;,NEGATIVE,ANGER
Το ελληνικό κράτος βασάνισε ένα παιδί και το απειλούσε με βιασμό,NEGATIVE,ANGER
Σημειώνομε ότι το ξεγύμνωμα κρατουμένων είναι σεξουαλικό βασανιστήριο,NEGATIVE,ANGER
"Το παιδί ξεγύμνωσαν τρεις φορές οι αστυνομικοί ""παιδιά των εργατών""",NEGATIVE,DISGUST
Όχι μόνο εκεί που σας παίρνει,NEGATIVE,ANGER
Παιδιά την αλήθεια θα την λέμε εμείς εδώ τελικά,NEGATIVE,ANGER
Άλλη μια νίκη της πατριαρχιας,NEGATIVE,SADNESS
Νίκησε γιατί ήταν άνδρας όχι ομορφότερος από τις αδερφές μας που συμμετείχαν στον διαγωνισμό,NEGATIVE,ANGER
Εδώ δεν έχει metoo λογικά,NEGATIVE,ANGER
Είπε ο σιχαμένος μισογύνης που δεν έχουν κατεβάσει ακόμα το μπλογκ του για τον τρόπο που γράφει για τις γυναίκες,NEGATIVE,DISGUST
Ρε ουστ,NEGATIVE,ANGER
Είπατε για τον Λύτρα;,NEGATIVE,SURPRISE
Για τον γιό του χοντρού θα πείτε τίποτα;,NEGATIVE,ANGER
Μην είστε επιλεκτικοί και εδώ ρε γαμώτο,NEGATIVE,ANGER
Τώρα με τις φωτιές θα ασχοληθούνε τα κανάλια;,NEGATIVE,ANGER
Που καίγεται ένα νησί απο λάθος τουριστών;,NEGATIVE,ANGER
Με τον Λύτρα βέβαια αυτό είναι το επίκαιρο θέμα,NEGATIVE,ANGER
Και εσυ ξέρεις να μιλάς για θέματα metoo αλλά για τον Γεωργούλη έβγαλες τον σκασμούλη και είπες είναι «λεπτή η θέση μου»😊,NEGATIVE,DISGUST
Ότι τις συμφέρει είναι όλες αυτές,NEGATIVE,ANGER
Το κίνημα metoo που είναι που μας είχανε πρήξει τα αρχίδια,NEGATIVE,ANGER
όλες πραγματικά για τα φράγκα και το θεαθήναι είναι,NEGATIVE,DISGUST
Σε πιστεύουμε αδελφή μου,POSITIVE,JOY
"Είναι φοβερό το πλυντήριο και το ""με το θύμα metoo ΑΛΛΑ"" Λύτρας",NEGATIVE,ANGER
Ενδεικτικό της νοοτροπίας που επικρατεί γενικά στην χώρα,NEGATIVE,ANGER
Οι τοξικές φεμινιστικές οργανώσεις τού metoo μισούν τους άντρες και θέλουν να τους «ευνουχίσουν» ψυχικά,NEGATIVE,DISGUST
Δεν νοιάζονται αληθινά για τις αδύναμες ή ευάλωτες γυναίκες,NEGATIVE,ANGER
Σπέκουλα κάνουν για να έχουν ανεξέλεγκτη πολιτική και κοινωνική επιρροή όπως στις ΗΠΑ,NEGATIVE,DISGUST
Καλυμμένες για να μην δέχονται σεξιστικές συμπεριφορές από τους ιδρωτσίλες σφίχτες,NEGATIVE,DISGUST
Κάτι τέτοια μουνόπανα σας έχουν πείσει πως ενδιαφέρονται για τα δικαιώματα σας για τον αν παθαίνετε σε τρένα κτλ κτλ,NEGATIVE,ANGER
Στα αρχίδια τους σας έχουν γραμμένους,NEGATIVE,ANGER
το μεροκάματο να πέφτει από το Κόμμα και όλα καλά,NEGATIVE,ANGER
Για τέτοια σκουπίδια μιλάμε,NEGATIVE,DISGUST
metoo κοιμήσου,NEGATIVE,ANGER
Οι γυναίκες έπεσαν θύματα της τρομοκρατικής νεοεποχίστικης woke μισανδρικής προπαγάνδας των λεσβιών του Metoo,NEGATIVE,ANGER
Στα 5 εκατομμύρια ανδρών στην Ελλάδα γίναμε όλοι φονιάδες επειδή υπάρχουν 10 χιλιάδες κακοποιητές,NEGATIVE,ANGER
Κυρίες μου να επιλέγετε λοιπόν Κασσελάκηδες στο εξής,NEGATIVE,ANGER
Τι δηλώσεις είναι αυτές;,NEGATIVE,ANGER
Δεν ντρεπόμαστε λέω εγώ,NEGATIVE,DISGUST
Πάλι μας ενδιαφέρει η λαμπρή σταδιοδρομία και ο κακοποιητης;,NEGATIVE,ANGER
Για το θύμα; Δε διάβασα μισή γραμμή,NEGATIVE,ANGER
Μισή γραμμή για τα όσα έζησε η γυναίκα,NEGATIVE,SADNESS
Θα βγούν και άλλοι να στηρίξουν τον τύπο;,NEGATIVE,ANGER
Στα ανάθεμα όλοι σας,NEGATIVE,ANGER
Πάντως με Λύτρα και metoo πλέον δεν μπορούμε να πλησιάσουμε ούτε θηλυκή μύγα για φλέρτ,NEGATIVE,ANGER
Εννοώ το παραδοσιακό όχι μέσα από apps και net,NEUTRAL,NO-EMOTION
"Καλημέρα θα λέμε και η απάντηση θα είναι ""βιαστής ή κακοποιητης?""",NEGATIVE,ANGER
Γιατί οι άντρες όταν οι γυναίκες τους αποφασίζουν να τους χωρίσουν πρέπει απαραίτητα να τις σκοτωνουν ή να τις σπάνε στο ξύλο;,NEGATIVE,ANGER
τι να πώ ντρέπεται και η ντροπή,NEGATIVE,DISGUST
Δεν είδαμε όμως να είσαι με το θύμα Φουρέιρα όταν ο μεθυσμένος Μαρινάκης Junior την παρενοχλούσε επί σκηνής,NEGATIVE,DISGUST
Όπου σας παίρνει είστε με το θύμα σούργελα,NEGATIVE,ANGER
Κάτω τα ξερά σας από τις γυναίκες,NEGATIVE,ANGER
Ανδρείκελα,NEGATIVE,DISGUST
Κομπλεξικοί που η μάνα σας προσπάθησε να σας μεγαλώσει και να μην σας χαλάει τα χατίρια και εάν δεν σας δίνουν αυτό που θέλετε το παίζεται νταήδες,NEGATIVE,ANGER
Κάπου εδώ αξίζει να πούμε πως αν απλά τσακώθηκαν και τον κατήγγειλε για σπάσιμο είναι χοντρή μαλακία,NEGATIVE,DISGUST
Υπάρχουν γυναίκες που όντως περνάνε δύσκολα,NEGATIVE,SADNESS
Χάνεται η αξιοπιστία αληθινών καταγγελιών,NEGATIVE,SADNESS
Με κάτι τέτοια χάνει ισχύ και χλευάζεται το metoo,NEGATIVE,ANGER
Τεράστιος ο τύπος που παρενοχλήσε μια γυναίκα πάνω σε σκηνή επειδή τραγούδησε σε εκδήλωση του,NEGATIVE,ANGER
Συνεχίστε έτσι μας προκαλείτε γέλιο,POSITIVE,JOY
Ο πιλότος σκότωσε τη γυναίκα του,NEGATIVE,DISGUST
Ο Αποστόλης άπλωσε χέρι σε μια γυναίκα και όχι στη γυναίκα του,NEGATIVE,DISGUST
ΑΝ ΑΥΤΟ ΔΕΝ ΕΙΝΑΙ ΒΟΘΡΟΣ ΤΟΤΕ ΤΙ ΕΙΝΑΙ?,NEGATIVE,DISGUST
Στην πραγματικότητα το metoo δεν δίνει δεκάρα για τα θύματα γιατί όταν θεώρησε ότι η Μπεκατώρου από την οποία ξεκίνησε η βιομηχανία των συκοφαντικά ψευδών καταγγελιών,NEGATIVE,ANGER
δεν είναι χρήσιμη,NEGATIVE,ANGER
την παράτησαν σαν στυμμένη λεμονόκουπα,NEGATIVE,SADNESS
"Να μας πει ο κύριος Κούγιας πόσα ""αντρικά χαρακτηριστικά"" έχει η στάση ενός λειτουργού της Δικαιοσύνης που κρύβεται για να γλυτώσει το αυτόφωρο",NEGATIVE,DISGUST
όταν την προηγούμενη ημέρα ο ίδιος ζητούσε δημόσια συγγνώμη,NEGATIVE,DISGUST
Χρόνια τώρα ζητάμε από το δικηγορικό σύλλογο αθηνών να καταδικάσει αυτές τις συμπεριφορές από την εποχή του metoo,NEGATIVE,ANGER
Και δεν έχουν κάνει τίποτα,NEGATIVE,ANGER
Πάρτε το παρασκήνιο μπας και πάρετε χαμπάρι ότι είναι συνειδητή απόφαση η στήριξη των κακοποιητών,NEGATIVE,ANGER
Στο metoo είχαμε κάνει μεγάλη εκστρατεία να ενημερώσουμε όλους τους διαφημιστές των εκπομπών,POSITIVE,JOY
"Μόνο όταν πήραν θέση αυτοί και είπαν ""αποσύρουμε τη διαφήμιση"" τότε μαζεύτηκαν οι εκπομπές(πχ Η Σκατιάνα που ξέπλενε τον Λιγνάδη)",NEGATIVE,ANGER
ΟΛΑ ΓΙΑ ΤΟ ΧΡΗΜΑ,NEGATIVE,ANGER
Αναρτούν τα πρεζοπρόβατα με καμάρι φωτογραφία του βουτυρομπεμπέ που επιτέθηκε στην Φουρέιρα και κάνουν και πλακίτσα από κάτω με το γεγονός,NEGATIVE,DISGUST
Ναι έχετε δίκιο δεν είμαστε ίδιοι,NEGATIVE,SADNESS
Εμείς καταδικάζουμε τα λεγόμενα του φασίστα,NEGATIVE,ANGER
να μου το θυμηθείτε η Σοφία θα δολοφονηθεί,NEGATIVE,FEAR
Οι εξελίξεις που συμβαίνουν είναι πολύ σοβαρές και πλέον παύει να έχει χιούμορ το όλο θέμα,NEGATIVE,FEAR
ΔΕΝ ΜΕ ΑΦΟΡΑ ΚΑΘΟΛΟΥ ΑΝ ΚΑΤΑΣΤΡΕΦΕΤΑΙ Η ΚΑΡΙΕΡΑ ΤΟΥ ΟΠΟΙΟΥΔΗΠΟΤΕ ΚΑΚΟΠΟΙΗΤΗ,NEGATIVE,ANGER
"Παραληρηματική ομοφοβική δήλωση ανακοίνωση που δεν περιέχει ίχνος νομικού λόγου, σκέψης, τεκμηρίωσης και δεοντολογίας",NEGATIVE,ANGER
όπως θα όφειλε να είναι μία ανακοίνωση δικηγορικού γραφείου,NEGATIVE,ANGER
Η ενδοοικογενειακή βία δε δικαιολογείται και δε συγχωρείται,NEGATIVE,ANGER
Δεν έχει κοινωνική ούτε οικονομική και μορφωτική τάξη εθνικότητα και φύλο αν και στατιστικά πλήττονται περισσότερο γυναίκες και παιδιά,NEUTRAL,NO-EMOTION
Η ενδοοικογενειακή βία δεν ξεπλένεται,NEGATIVE,DISGUST
Είναι βαθύ τραύμα στην ατομική ελευθερια είναι ΕΓΚΛΗΜΑ,NEGATIVE,ANGER
ΗΛΙΘΙΑ,NEGATIVE,ANGER
Χειρότερο από τη σιωπή για τον κακοποιητή Λύτρα : η προσπάθεια να στοχοποιηθεί η σύζυγος θύμα,NEGATIVE,DISGUST
Τόσο metoo και δεν έμαθαν ότι το θύμα μπορεί και δικαιούται να είναι τρομοκρατημένο,NEGATIVE,ANGER
"Τελικά το ""ας πρόσεχε"" ζει και βασιλεύει",NEGATIVE,SADNESS
Η έμφυλη βία βρίσκεται μερικές φορές πίσω από την ευτυχία των ζευγαριών που βλέπουμε στα media,NEGATIVE,SADNESS
Τι μπορεί να μας διδάξει η υπόθεση του Απόστολου Λύτρα;,NEGATIVE,ANGER
Δεν λέει κάτι που δεν το ξέρουμε και δεν καταλαβαίνω γιατί είναι πλυντήριο?,NEGATIVE,ANGER
Δεν το ξέρεις εσύ ότι το μεγαλύτερο πρόβλημα στα εγκλήματα έμφυλης βίας είναι ότι δεν καταγγέλλονται?,NEGATIVE,ANGER
Βέβαια όσοι σπιντάρετε κατά του metoo μάλλον σας αρέσει να μην καταγγέλλονται,NEGATIVE,ANGER
"Εάν ένας άντρας είναι κακοποιητικός δε μας νοιάζει αν είναι μαύρος, δικηγόρος, αριστερός, δεξιός, αλλόθρησκος, φτωχός, πλούσιος",NEGATIVE,ANGER
Ο νόμος πρέπει να είναι αυστηρός για όλους,NEGATIVE,ANGER
ΣΚΟΥΠΙΔΙΑ ,NEGATIVE,DISGUST
ίσως ανέλαβε την υπεράσπιση άλλων γυναικών ακριβώς επειδή δε μπορεί να προστατεύσει τον εαυτό της,NEGATIVE,SADNESS
ίσως θέλει να δώσει σε εκείνες την δύναμη που εκείνη δε βρίσκει ή προσπαθεί να βρει,NEGATIVE,SADNESS
ίσως το να κατηγορούμε τα θύματα δε βοηθάει,NEGATIVE,SADNESS
ΛΕΩ ΕΓΩ ΤΩΡΑ ΙΣΩΣ,NEGATIVE,ANGER
Πόσο εύκολο νομίζετε ότι είναι για ένα θύμα να παραδεχτεί την αλήθεια ακόμα και στον ίδιο του τον εαυτό του;,NEGATIVE,SADNESS
Πόσο εύκολο νομίζετε ότι είναι να μη σκέφτεται τις απόψεις της κοινωνίας για τα θύματα;,NEGATIVE,SADNESS
Πόσο εύκολο νομίζετε ότι είναι να πάει κόντρα στον κακοποιητή του;,NEGATIVE,SADNESS
Δε μπορείς να το δεχτείς γιατί δεν εννοείς ούτε εσύ ούτε και άλλοι να καταλάβετε ότι ο λόγος που τα θύματα αρνούνται αρχικά τη βοήθεια δεν είναι από μαζοχισμό,NEGATIVE,ANGER
αλλά κυρίως από φόβο για εκδίκηση από τους θύτες,NEGATIVE,FEAR
Αλλά συνέχισε το victim blaming από το ρόζ συννεφάκι σου,NEGATIVE,ANGER
Όχι δεν είναι άξιες της μοίρας τους μερικές,NEGATIVE,ANGER
Άλλο η ψυχολογία και η αντίληψη των θυμάτων και άλλο πως νιώθουμε και σκεφτόμαστε εμείς που έχουμε την ψυχραιμία του θεατή,NEGATIVE,ANGER
Θέλουν βαθιά μέσα τους να σωθούν αλλά νικάει ο φόβος από τις απειλές,NEGATIVE,FEAR
Δεν το κάνουν επίτηδες,NEGATIVE,ANGER
Η καημένη η γυναίκα,NEGATIVE,SADNESS
είναι ΤΕΛΕΙΩΣ καταρρακωμένη και αποδιοργανωμένη,NEGATIVE,SADNESS
Δε πιστεύει ότι βιάστηκε και 2η φορά από το δικαστήριο,NEGATIVE,DISGUST
"Φτύσιμο και ντροπή στη ""δικαιοσύνη""",NEGATIVE,DISGUST
"Υπάρχουν γυναίκες που μας λένε ότι υπερασπίζονται μόνο ωραίες, ηθικές και ντυμένες γυναίκες",NEGATIVE,DISGUST
"Οι ""άλλες"" άμα είναι θύματα",NEGATIVE,DISGUST
δεν πειράζει έχουν προκαλέσει λένε,NEGATIVE,ANGER
Αυτές οι metoo είναι καλά στην υγεία τους;,NEGATIVE,FEAR
"Έχουν καιρό να βγούν να καταδικάσουν και έχουν γίνει πολλές γυναικοκτονίες από Παλαιστίνιους, γύφτους, αναρχικούς κλπ",NEGATIVE,ANGER
Αν ξέρει κάποιος κάτι να το πει,NEGATIVE,SADNESS
Ανησυχώ🤭🤭🤭,POSITIVE,JOY
Δηλαδή αν ήταν υπάλληλος δε θα πείραζε να της συμπεριφέρεται έτσι?,NEGATIVE,ANGER
Έχουμε γίνει πολύ δουλικά μου φαίνεται,NEGATIVE,ANGER
"Όσο για το metoo μπορεί να τα βάλει με τους ""άρχοντες"" του τόπου?",NEGATIVE,FEAR
Μια παρατήρηση προς τις ευαίσθητες και τις metoo,NEGATIVE,ANGER
Αν ο Μητσοτάκης μιλούσε απαξιωτικά σε γυναίκα δημοσιογράφο και το έσκαγε,NEGATIVE,ANGER
"θα μιλούσατε για τοξικότητα, ρατσισμό,η Ακρίτα θα ήταν στα κάγκελα,",NEGATIVE,ANGER
θα λέγατε ότι η δημοσιογραφία στην Ελλάδα είναι υπό διωγμό,NEGATIVE,ANGER
Θα πείτε κάτι τώρα?,NEGATIVE,ANGER
Ελεύθερος με όρους ο 27χρονος  Παλαιστίνιος βιαστής – Σοκ και οργή προκαλεί η απόφαση,NEGATIVE,ANGER
"Συνελήφθη έπειτα από καταγγελία για βιασμό, ξυλοδαρμό και επίθεση με μαχαίρι",NEGATIVE,DISGUST
Η γυναίκα βρέθηκε δεμένη και γυμνή σε σπίτι στην Ομόνοια,NEGATIVE,SURPRISE
