Text,Sentiment,Emotion
'ακριβώς επειδή ισοπεδώνει τα δικαιώματα των γυναικών και των μειονοτήτων και εσείς να μην βγάζετε ούτε άχνα;',NEGATIVE,ANGER
'Άκου δούλα και κυρά',NEGATIVE,ANGER
'Επιβάλλεται να ξαναρχίσουμε να χρησιμοποιούμε τις λέξεις με το όνομά τους',NEGATIVE,ANGER
'βρείτε τις λέξεις κλειδιά',NEUTRAL,NO-EMOTION
'Η κοπέλα δε γυρίζει πίσω',NEGATIVE,SADNESS
'ότι κάποια κοπέλα η οποία έχει καλή θέση/δουλειά δεν είναι λογικό να πέσει θύμα βιασμού',NEGATIVE,ANGER
'Βρε βλαμμένες όταν η ίδια λέει ότι την καταγγελία την έκανε για πλάκα και όταν η ίδια αλλαξε την κατάθεση τρεις φορές τι περιμένατε να προτείνει η εισαγγελέας;',NEGATIVE,ANGER
'Α γειά σου',POSITIVE,JOY
'Και πώς βρέθηκε εκεί;',NEGATIVE,ANGER
'Έχουν έρθει 4 άντρες',NEUTRAL,NO-EMOTION
'Αν η μπατσίνα από Λάρισα ήταν τρανς υπέρβαρη ρομά θα είχαμε πορείες…',NEGATIVE,ANGER
Ζόφος,NEGATIVE,DISGUST
'θα καταλάβετε τι σημαίνει αηδία και τι εργαλειοποίηση ενός κινήματος',NEGATIVE,DISGUST
'Παραλίγο να τη σκοτώσει και να είχαμε γυναικοκτονία αν δεν έφτανε η αστυνομία έγκαιρα',NEGATIVE,ANGER
'Δεν θα γράψει τίποτα για αυτή ούτε ο Ιάσωνας',NEGATIVE,ANGER
'Δεν είναι απομονωμένα σε κάποιο βουνό αυτά τα σπίτια',NEGATIVE,ANGER
'Και σένα και σένα και την άλλη τη βίζιτα που ήθελε να πιεί όλο το ψυγείο με τη κόκα',NEGATIVE,ANGER
'Αυτός φταίει που την λυπήθηκε',NEGATIVE,ANGER
'Γιατί η βία δεν έχει καταγωγή θρησκεία ή χρώμα',NEGATIVE,ANGER
'Διαλέγω πλευρά και είναι αυτή των γυναικών που βγήκαν και μίλησαν απέναντι σε εξουσία  απέναντι στο φόβο  απέναντι στον κόσμο όλο χέρι χέρι',POSITIVE,JOY
'Χαχαχαχχα καλό',POSITIVE,JOY
'Ένα MeToo το έχεις ακουστα;',NEGATIVE,ANGER
'έχει και καύσωνα',NEGATIVE,ANGER
'Έκανε μέγα λάθος που το έριξε απευθείας στο σεξιστικό απευθυνόμενη σε αντανακλαστικά',NEGATIVE,ANGER
'Προφανώς ήρθε η ώρα να πας στον εισαγγελέα ανηλίκων',NEGATIVE,ANGER
'Δεν υπάρχουν πιο τοξικά λόγια από του Κασσελάκη χθές',NEGATIVE,ANGER
'Όλη η αλήθεια για τη ροζ σημαία εδώ',NEUTRAL,NO-EMOTION
'Που τι κάνει μετά να φοβάται τη σκιά της',NEGATIVE,SADNESS
'Για την Αναστάζια την κοπελίτσα απο την Πολωνία που αγνοείται στην Κω δεν μιλάει κανείς δικαιωματιστής',NEGATIVE,ANGER
'Στη ΜΠΙΧΛΑ',NEGATIVE,DISGUST
'όλα οκ',POSITIVE,JOY
'λέγοντας ψέματα ότι την βίασε για να γίνει διάσημη με την υποστήριξη αριστερων φεμινιστριών θα φυλακίζεται τα ίδια χρόνια με τους βιαστές',NEGATIVE,ANGER
'για την κλιματική αλλαγη;',NEGATIVE,DISGUST
'Μωρέ μαλάκες τι κάνετε;',NEGATIVE,ANGER
'Κάτι φασιστόμουτρα φίλοι των Ναζί όπως εσύ',NEGATIVE,ANGER
'ΦΤΑΙΕΙ ΜΟΝΟ Ο ΔΟΛΟΦΟΝΟΣ',NEGATIVE,ANGER
'Ευτυχώς αποδείχτηκαν τα ψέματα της',POSITIVE,JOY
'Μετά λένε για MeToo και το παίζουν όλοι σωστοί',NEGATIVE,ANGER
'Τα θερμά μου συγχαρητήρια στη δασκάλα και στη διευθύντρια που έκαναν τα νόμιμα και εάν ο δάσκαλος αποφασίσει να κυνηγήσει όσα του επιτέθηκαν και μάλιστα στη δουλειά του να τον στηρίξουμε',POSITIVE,JOY
'Αντί αυτού στοχοποιούνται τα θύματα',NEGATIVE,ANGER
'Η κοπέλα που δολοφονήθηκε βάναυσα είναι αλληλέγγυα',NEGATIVE,SADNESS
'να ενημερώσω ότι ο ΣΥΡΙΖΑ  το έχει στο πρόγραμμα του',NEGATIVE,ANGER
'Στο διά ταύταγίνεται αντιληπτό ότι το Metoo χρησιμοποιείται ΚΑΙ σε αυτή την περίπτωση για να διασύρεικαταστρέψει και φιμώσει ακόμη έναν άνδρα',NEGATIVE,ANGER
'Κάνε τις γαργάρες σου τώρα αντιέξυπνε',NEGATIVE,ANGER
'Α ΤΑ ΜΥΑΛΑ ΜΟΥ',NEGATIVE,ANGER
'Η λοιπή αριστερά (υπέρμαχη του Metoo) όχι μόνο δεν τον καταδίκασε αλλά έσπευσε στο FB να τον υπερασπιστεί κιόλας',NEGATIVE,ANGER
'Αυτό που δεν ήξερε είναι πως δεν είναι όλες οι χώρες σαν την Ελλάδα',NEGATIVE,ANGER
'Κορίτσια προστατέψτε τη ζωή σας',NEGATIVE,FEAR
'Δεν είσαι η μόνη',NEGATIVE,ANGER
'ή αλλιώς η μεθοδολογία του εκβιασμού για να αρμέξουν οικονομικά έναν άνδρα',NEGATIVE,ANGER
'51 άντρες',NEUTRAL,NO-EMOTION
'Είναι κτήνη',NEGATIVE,ANGER
'μεγάλος μαλάκας',NEGATIVE,ANGER
'Να συμπληρώσω ότι μέρος της κακοποίησης είναι η συνεχής κακολόγηση του θύματος από το θύτη στο κοινό περιβάλλον',NEGATIVE,ANGER
'Δεν καταδίκασαν τη βία από όπου και αν προερχόταν',NEGATIVE,ANGER
'Αν ντρεπόταν θα μου πεις θα ήταν αυτή που είναι',NEGATIVE,ANGER
'Ακόμη και όταν δεν υπάρχουν απτές αλυσίδες οι γυναίκες παραμένουν σκλάβες',NEGATIVE,ANGER
'Ναι για αυτό θα είναι όχι γιατί είναι μεροληπτική με όποια δεξιά περσόνα αναπνέει',NEGATIVE,ANGER
'αποπειραθηκαν να κλέψουν και να βιάσουν 17χρονη',NEGATIVE,ANGER
'Χτυπάνε ανθρώπους και δεν συλλαμβάνονται',NEGATIVE,ANGER
'Την Μαρία την ήξερα',NEGATIVE,SADNESS
'Όταν έχεις παιδοβιαστή με ανήλικο παιδί φροντίζεις ταυτόχρονα να εξετάσεις για κακοποίηση και το παιδί του',NEGATIVE,ANGER
'Αν αυτό το σκουπίδι που το χειροκροτούσαμε τόσα χρόνια δεν είναι ο ορισμός του σεξισμούτης έπαρσης και του μισογυνισμού τότε τι είναι;',NEGATIVE,ANGER
'και είναι η πεποίθηση πως με αυτό που είπε θα βρει υποστήριξη στην Ελληνική κοινωνία και θα του δοθούν ελαφρυντικά',NEGATIVE,ANGER
'Άργησα λίγο αλλά σιγά μην το άφηνα να πέσει κάτω',NEGATIVE,ANGER
'Για κάθε γελοία MeToo που ψεύδεται',NEGATIVE,DISGUST
'Ενάντια στους δολοφόνουςστους βιαστέςστους παιδοβιαστέςστους κλέφτες και τους Ελλαδέπορους',NEGATIVE,ANGER
'Ιδού η Ρόδος',NEUTRAL,NO-EMOTION
'Άνθρωπος είσαι αν φέρεις σφυροδρέπανο',NEGATIVE,ANGER
'Δε βλέπω τίποτα και απορώ γιατί;',NEGATIVE,SURPRISE
'Ήρθε η ώρα να γίνουν καταγγελίες και στο χώρο της πολιτικής αυτό που συμβαίνει τώρα είναι πολύ σπουδαίο και χρειάζεται να το προστατέψουμε από προεκλογικά μικροπαιχνίδια',NEGATIVE,ANGER
'Πόσες απο αυτές έσπασαν τη σιωπή;',NEGATIVE,ANGER
'Ντρέπομαι που αυτοί που το παίζουν ανθρωπιστές στη χώρα μου είναι με τον ΘΥΤΗ και όχι με το ΘΥΜΑ',NEGATIVE,DISGUST
'Τελικά με τον καιρό αποκαλύπτονται οι άνθρωποι',NEGATIVE,SADNESS
'Δικό της ήταν άλλωστε',NEGATIVE,ANGER
'Και αυτή μόνη της πέθανε πάντως',NEGATIVE,SADNESS
'Όλο αυτό δεν σταματάει εδώ καθώς δημοσιεύουν ακόμη και προσωπικούς λογαριασμούς των γυναικών στο instagram με σκοπό κάποιος από όλους αυτούς  να τις πλησιάσει έτσι ώστε να είναι τα μελλοντικά τους θύματα',NEGATIVE,ANGER
'Στην pfizer;',NEUTRAL,NO-EMOTION
'Για τη Φαίη Μπακογιώργου ούτε φωνές ούτε καν ένα hashtag από τα μισάνθρωπα διακαιωματιστικά σκουπίδια',NEGATIVE,ANGER
'Ακόμα πιο λυπηρό φαινόμενο η επίθεση γυναικών προς το θύμα',NEGATIVE,SADNESS
'Καταλάβετέ το: Σε μεγάλο ποσοστό οι άντρες που βρίζετε είναι δικά σας δημιουργήματα',NEGATIVE,ANGER
'ξέρω ο βιαστής δεν έχει ταυτότητα αλλά στο Μπαγκλαντέζ το 2020 είχαν τόσα περιστατικά βιασμών που ορίστηκε η θανατική ποινή ως λύση',NEGATIVE,ANGER
'Το MeToo σας μάρανε κατακαημένοι  όλοι σας',NEGATIVE,ANGER
'Φυσικά και δεν έγινε τίποτα για το θέμα',NEGATIVE,ANGER
'Αυτοί που προχθές πανηγύριζαν για τον θάνατο 500 ανθρώπων προφανώς και δεν δίνουν δεκάρα για την κοπέλα που δολοφονήθηκε',NEGATIVE,ANGER
'Ο πατέρας του τα άκουγε αυτά και δεν ειδοποίησε κανέναν',NEGATIVE,ANGER
'MeToo σε φωνάζουν',NEUTRAL,NO-EMOTION
'Εκτός από χρήσιμες ηλίθιες είστε και εθνικά επικίνδυνες',NEGATIVE,ANGER
'Και μην ξεχνάτε: Απαγορεύεται να χρησιμοποιείτε τη λέξη λαθρομετανάστης και επιβάλλεται να χρησιμοποιείτε τη λέξη γυναικοκτονία ',NEGATIVE,ANGER
'αφου βέβαια δολοφονήθηκε',NEGATIVE,ANGER
'Όσοι φορτώνουν τις διαστροφές και τις βρωμιές τους στα παιδια είναι όνειδος',NEGATIVE,DISGUST
'Μωρέ μαλάκες τι πάθατε;',NEGATIVE,ANGER
'Είπες για την Φαίη ότι αλλάζει συνεργάτες',NEGATIVE,ANGER
'Ο κακοποιητής Ρουμπιάλες αναμένεται να παραιτηθεί αύριο',NEGATIVE,ANGER
'Όποιοι και όσοι κακοποιούν γυναίκες εκμεταλλευόμενοι θέση ισχύος ή σχέση εξουσίας ή εξάρτησης',NEGATIVE,ANGER
'Διότι καταλαβαίνω ότι είναι αθώος και ότι χρησιμοποιούν το Metoo ως εργαλείο για να τον φιμώσουν',NEGATIVE,ANGER
'🙂 Ας την πούμε χώρα',NEGATIVE,ANGER
'ΘΑ ΠΑΤΕ ΣΤΡΑΤΟΔΙΚΕΙΟ',NEGATIVE,ANGER
'ας ελπίσουμε το κινητό του να δομήσει ακλόνητο κατηγορητήριο',NEGATIVE,SADNESS
'Με τη Πισπιρίγκου ελπίζω η δικαιοσύνη',NEGATIVE,SADNESS
'Τώρα που βρίσκεται η αλήθεια δεν το ξέρουμε',NEGATIVE,SADNESS
'Ξεθώριασε το MeToo δεν έδινε πολύ ισότητα και βρήκε η γαμωβόνταφον άλλη λουγγροπαπαριά…«άμα σε μειώνει και μιλάει προσβλητικά»',NEGATIVE,ANGER
Όχι,NEUTRAL,NO-EMOTION
'Το πιο μισάνθρωπο και σκατόψυχο κομμάτι της κοινωνίας ήταν και εξακολουθεί να είναι με την Γεωργία γνωστό και ως MeToo',NEGATIVE,DISGUST
'που θα έπρεπε να αυτοπροστατευτεί',NEGATIVE,ANGER
'Να πάει μέσα για φόνο',NEGATIVE,ANGER
'Έχεις κάνει έστω μια ανάρτηση υπεράσπισης γυναικών της αριστεράς που έχουν υποστεί σεξισμό?',NEGATIVE,ANGER
'Σαν χθες ο Μανώλης Κούκουρας και ο Αλέξανδρος Λουτσαϊ βίασανβασάνισανδολοφόνησαν και πέταξαν ζωντανή την Ελένη στην θάλασσα',NEGATIVE,SADNESS
'Όχι σημαίνει ΑΝΘΡΩΠΟΣ',NEGATIVE,ANGER
'Οι βιασμοί ανηλίκων τείνουν να γίνουν «κανονικότητα»',NEGATIVE,DISGUST
'Στην φυλακή πρέπει να μπουν οι ηθικοί αυτουργοί αυτού του αποτρόπαιου εγκλήματος',NEGATIVE,ANGER
'Με λύπη μου θα συμφωνήσω',NEGATIVE,SADNESS
'Έχουν σωπάσει όλα τα κινήματα που είναι υπέρ των γυναικών σήμερα',NEGATIVE,SADNESS
'που το μόνο της προσόν είναι να κάνει ψευδείς καταγγελίες να είναι νυν/πρώην γκόμενα',NEGATIVE,ANGER
'Τα κτήνη δεν έχουν εθνικότητα',NEGATIVE,ANGER
'εκεί στα αριστερά απευθύνομαι στους BlackLivesMatter στους διαφόρους MeTooστους ανθρωπιστέςστους ιάσωνεςστους ισλαμολάγνους διεθνιστές',NEGATIVE,ANGER
'Ξεφτιλισμένοι υποκριτές',NEGATIVE,ANGER
'Τα ανθρώπινα δικαιώματα δεν έχουν κομματικά χρώματα',NEGATIVE,ANGER
'και βλέπω σχόλια από άλλους που συμφωνούν η λένε και χειρότερα',NEGATIVE,ANGER
'Έλληνας του Εξωτερικού και πρόσφατα επαναπατρίστηκα',NEUTRAL,NO-EMOTION
'Έτσι για να ξεστραβωθείτε και να δείτε ποιοι πραγματικά είναι οι αριστερούλιδες και οι αλληλέγγυοι του κώλου',NEGATIVE,ANGER
'Στην Αμερική την έπεφτε πιο άνετα ο Γεωργούλης ο ίδιος το λέει',NEGATIVE,ANGER
Άχρηστοι,NEGATIVE,ANGER
'Και ενώ οι λαοί της Αφρικής ξεσηκώνονται κατά της αποικιοκρατίας εμείς ασχολούμαστε με τα κεραταλίκια μιας παντρεμένης απο την Λάρισα με άντρα σουβλατζή και μια φιλενάδα που μένει απο κάτω και έχει βάλει στο μάτι τον σουβλατζή',NEGATIVE,DISGUST
'Το metoo είναι μια υποκρισία και μισή',NEGATIVE,ANGER
Έχεις σκεφτεί ότι τις κακοποιημένες γυναίκες πραγματικά θύματα τις προσβάλλει όλη αυτή η αλητεία γύρω από το MeToo ?',NEGATIVE,ANGER
'Εγκληματικό αυτό που συμβαίνει στην Telegram',NEGATIVE,ANGER
'τι σας φταίνε οι γυναικες του κόσμου',NEGATIVE,ANGER
'Το μισανδρικό κίνημα που στηρίξατε τόσο σθεναρά και το οποίο κατήργησε το τεκμήριο αθωότητας του άνδρα',NEGATIVE,ANGER
'Ενημερώνω ότι δηλώσεις όπως οι κάτωθι δεν είναι δίκαιες και επιστημονικά τεκμηριωμένες σε κανένα πλαίσιο διαλόγου ή διαξιφισμού',NEGATIVE,ANGER
'Δεν θα μπορείτε ΚΑΝ να μαλώνετε ή να εκπαιδεύετε τα παιδιά σας χωρίς τέτοια αντίποινα',NEGATIVE,ANGER
'Πριν ανοίξει κάποιος το στόμα του πρέπει να σκεφτεί και τις συνέπειες',NEGATIVE,ANGER
'ΟΧΙ ΑΛΛΗ ΑΝΟΧΗ',NEGATIVE,ANGER
'H ισότητα δεν ειναι a la cart',NEGATIVE,ANGER
'🤬Δε μπορούσε να αντέξει τον χωρισμό',NEGATIVE,ANGER
'Νέα υπόθεση ενός 44χρονου προπονητή τάε κβον ντο στην ηλιούπολη σε βάρος του οποίου ασκήθηκε ποινική δίωξη για βιασμό κατά συρροή ανήλικων κοριτσιών',NEGATIVE,ANGER
'Αυτή τη χώρα θέλουμε',POSITIVE,JOY
'Για παιδεραστία έπρεπε να έχει πάρει ήδη φωτιά κάποιο υπουργείο',NEGATIVE,ANGER
'Και αν μίλησαν τι έκανε η αστυνομία δικαιοσύνη κλπ;',NEGATIVE,ANGER
'καταλαβαίνουμε όλοι νομίζω τι ρόλο έχει παίξει η προπαγάνδα στα άδεια κεφάλια των δεξιών',NEGATIVE,ANGER
'Δεν είναι περίεργο αυτό;',NEGATIVE,SURPRISE
'Δηλαδή ο Λιγνάδης ο Φιλιππίδης και ο Γεωργιάδης κυκλοφορούν ανάμεσα μας',NEGATIVE,ANGER
'δεν τον στέλνεις στο θάνατο',NEGATIVE,ANGER
'Με ένα άτομο και δύο λυπάμαι δεν αλλάζω αυτά που γράφω',NEGATIVE,SADNESS
'μπλα μπλα',NEGATIVE,ANGER
'Περιμένω να δω την οργισμένη αντίδραση από τις συντρόφισσες και τις metoo',NEGATIVE,ANGER
'Όλα αυτά δηλαδή που απαγορεύονται στο Ισλάμ',NEGATIVE,ANGER
'Το εύχομαι σε ΟΛΕΣ μας',POSITIVE,JOY
'Θα την βγάλει καθαρή όπως οι υπόλοιποι που στηρίζουν',NEGATIVE,ANGER
'Εδώ είναι Έλληνας και το θύμα δεν είναι τρανς',NEGATIVE,SADNESS
'Αλλά οι MeToo δεν ανησυχούν',NEGATIVE,ANGER
'Ο φεμινισμός διαφθείρει ξέρω γω κλπ',NEGATIVE,ANGER
'ένα επιλεκτικό σιχαμένο κοινωνικό μόρφωμα',NEGATIVE,DISGUST
'Και όσες χαζογελάτε πιστεύοντας ότι δεν σας αφορά απλά ρίξτε μια ματιά πόσοι άνδρες πια σας φλερτάρουν',NEGATIVE,ANGER
'Όταν σε εκπροσωπεί ο Κούγιας όλοι ξέρουμε ότι είσαι ένοχος εκτός από τον Κούγια',NEGATIVE,ANGER
'δεν ξέρω τι ψιχουλάκια λέμε',NEGATIVE,ANGER
ΦΤΑΝΕΙ,NEGATIVE,ANGER
'Το σθένος της μαζί με τις συναδέλφους της έβαλε και αυτή το λιθαράκι της στο κίνημα απέναντι στους κακοποιητές',POSITIVE,JOY
'Η εισαγγελέας πρότεινε μια απόφαση βάση των στοιχείων που είχε και η απόφαση της ήταν απολύτως συμβατή γιατί τα στοιχεία ήταν μηδαμινά',NEGATIVE,ANGER
'Περίγελος το metoo και οι δήθεν οργανώσεις υπέρ των δικαιωμάτων των γυναικών',NEGATIVE,ANGER
'Στα παιδικά δωμάτια της Γάζα το Mein Kampf του Χίτλερ και οι ακτιβίστριες MeToo που δεν βγάζουν άχνα για τις Ισραηλινές που βίασαν και δολοφόνησαν οι τρομοκράτες της Hamas',NEGATIVE,SADNESS
'ΚΛΕΙΣΤΕ ΤΟ ΠΡΟΦΙΛ ΤΟΥ ΦΑΣΙΣΤΑ ΠΟΥ ΕΝΑΝΤΙΩΝΕΤΑΙ ΣΤΑ ΤΣΙΓΓΑΝΙΚΑ ΚΑΙ ΕΥΑΛΩΤΑ ΑΔΕΛΦΙΑ ΜΑΣ',NEGATIVE,ANGER
'Βαριά ποινή σε κάθε θύτη',NEGATIVE,ANGER
'Είτε θα απελάσεται ο λάθρο μουσουλμάνος είτε αφού είναι τόσο θρήσκος θα τιμωρείται βάσει της Σαρίας',NEGATIVE,ANGER
'13 ώρες δουλειά σημαίνει ότι η πατριαρχική βία αυξάνεται για όλους',NEGATIVE,FEAR
'Δεν ήταν ένα και δύο τα πρόσωπα',NEGATIVE,SADNESS
'Δεν κατηγόρησαν έναν στρέιτ άνδρα',NEGATIVE,ANGER
'Οι metoo θα βγουν να ζητήσουν συγνώμη για την παραπληροφόρηση και συκοφάντηση χωρίς στοιχεία',NEGATIVE,ANGER
'είναι καθημερινό βραδινό σήριαλ στην Ελλάδα 2023 μετά από metoo',NEGATIVE,ANGER
'Από ότι είδα όχι και κουνάς το δάχτυλο γιατί δεν κάνουν για τη Ζαχαράκη κάτι το κίνημα metoo',NEGATIVE,ANGER
'Αυτή η μάνα που έκανε τέτοιον γιό πρέπει να το είναι πολύ περήφανη',NEGATIVE,ANGER
'Τόσο απλά είναι τα πράγματα και ο κόσμος το έχει πάρει χαμπάρι',NEGATIVE,ANGER
'Τα εγκλήματα του στρατού του Αζερμπαϊτζάν αποδεικνύουν ότι η βαρβαρότητά τους είναι παρόμοια με αυτή του ISIS και των Ναζί του Β Παγκοσμίου Πολέμου',NEGATIVE,ANGER
'Πήγαινε Αφγανιστάν αν τολμάς',NEGATIVE,ANGER
'αλλά και η σαπίλα του νομικού συστήματος',NEGATIVE,DISGUST
'Σε πόσες άλλες περιπτώσεις όμως την σκαπουλάρουν;',NEGATIVE,ANGER
'να δεις πως είναι οι αληθινοί Ταλιμπάν',NEGATIVE,ANGER
'κανένα κίνημα metoo',NEGATIVE,SADNESS
'Αφήνοντας έτσι κάποια υπονοούμενα ότι μπορεί να δώσει τα στοιχεία της συγκεκριμένης κοπέλας σε όποιον είναι πρόθυμος για να την πλησιάσει',NEGATIVE,DISGUST
'το οποίο παρουσιάζεται αποκλειστικά και μόνο ως θύτης και ΠΟΤΕ ως θύμα',NEGATIVE,ANGER
'Και αυτός είναι μόνο ένας από τους λόγους που άτομα σαν την εικονιζόμενη θα έπρεπε να τιμωρούνται παραδειγματικά',NEGATIVE,ANGER
Αίσχος,NEGATIVE,DISGUST
'Για την ακρίβεια χαίρεστε που πολλές γυναίκες και πολλά ανήλικα θα σκεφτούν εκατό και διακόσιες φορές παραπάνω',NEGATIVE,ANGER
'Εδώ συμφωνώ για την ξεφτίλα του MeToo',NEGATIVE,ANGER
'αύριο μεθαύριο μπορεί να είναι η κόρη σας γιατί δεν μπορεί να το είδα μόνο εγώ αυτό το σκηνικό',NEGATIVE,ANGER
'metoo και συντρόφισσες',NEUTRAL,NO-EMOTION
'Στη σεξιστική πίπα που είπε ο Μικρούτσικος στη Γερμανού πώς γίνεται να μην του απάντησε κανείς',NEGATIVE,SURPRISE
'Έχουν ξεσκιστεί τα MeToo οι ψευτοαλληλέγγυοι και οι ψευτοανθρωπιστές να γράφουν για γυναικοκτονία',NEGATIVE,ANGER
'Και συνοδός πολυτελείας να είναι κάποια και ιερόδουλη να είναι',NEGATIVE,ANGER
'οι ακροδεξιοί που μάχονται για τον Ελληνισμό  και το δημοκρατικό έθνος μοιράζουν ψόφους και οι υπόλοιποι ψεκ γράφουν ψεκασμένες αρλούμπες',NEGATIVE,ANGER
'Και να τον παντρευτούμε τον άλλον και παιδί να έχουμε μαζί του',NEUTRAL,NO-EMOTION
'Το κερασάκι στην τούρτα είναι ότι υπάρχουν και κάποιοι πρόθυμοι να δημοσιεύουν ακόμη και προσωπικές πληροφορίες των γυναικών όπως για παράδειγμα τον τόπο κατοικίας ή τον τόπο εργασίας',NEGATIVE,ANGER
'Για 11 χρόνια αυτό το σκουπίδι βίαζε το κορμί και την ψυχή ανηλίκωνοανθρωπος της διπλανής πορτας',NEGATIVE,ANGER
'Ο Πιερακάκης είπε κάτι;',NEUTRAL,NO-EMOTION
'Κοροιδεύει μια κοπέλα για το περπάτημά της',NEGATIVE,ANGER
'Μωρέ μαλάκες δεν είμαστε κτήμα κανενός',NEGATIVE,ANGER
'Ξεπαρθενιάσματα και σεντόνια με αίμα',NEGATIVE,ANGER
'σε δέκα χρονάκια θα είναι έξω το αργότερο',NEGATIVE,ANGER
'το πρώτο πράγμα που κοιτάτε είναι αν οι συμμετέχοντες είχαν βγάλει άχνα στο έγκλημα της Χάμας',NEGATIVE,ANGER
'Αλλά βλέπετε',NEGATIVE,DISGUST
'Δυστυχώς μετά από τόσα χρόνια δεν έχουμε καταφέρει ως κοινωνία του 21ου αιώνα να σπάσουμε ταμπού',NEGATIVE,SADNESS
'Αυτή η καλλιτέχνης ως άλλη metoo και τοξική φεμινίστρια (και τουρκική καταγωγή) καταδικάζει την Ελλάδα ως χώρα όπου δολοφονούνται κατά κόρον γυναίκες ξεφτυλίζοντας την σημαία μας',NEGATIVE,ANGER
'Οι γυναίκες φοβούνται όταν περπατάνε με τα κλειδιά στο χέρι',NEGATIVE,SADNESS
'Σκασίλα τους για τα θύματα ρε',NEGATIVE,ANGER
'Και πολύ μάλιστα',NEUTRAL,NO-EMOTION
'Από τότε που βγήκε υπάρχουν αρκετές',NEGATIVE,ANGER
'Εγώ είναι η τελευταία φορά που σπαταλάω τον χρόνο μου για οτιδήποτε αφορά το metoo στην τηλεόραση',NEGATIVE,ANGER
'για τις ιδέες του για τους γκέι;',NEGATIVE,DISGUST
'Κύριος κατηγορούμενος ο παιδοβιαστής',NEGATIVE,ANGER
'που είτε είναι κάποιας ηλικίας',NEUTRAL,NO-EMOTION
'Αυτές του MeToo στα αραβικά του Ο βιαστής είσαι εσύ είναι αυτό المغتصب هو أنت',NEGATIVE,ANGER
Καλημέρα,POSITIVE,JOY
'Όπως και ο Λιγνάδης',NEUTRAL,NO-EMOTION
'Πήγε τα παιδιά του στο σχολείογύρισε και σκότωσε με καραμπίνα τη 42χρονη γυναίκα',NEGATIVE,ANGER
'H κακοποίηση έχει πολλά ποδάρια και 1 είναι η αδιαφορία',NEGATIVE,SADNESS
'Ο ψευτονταής',NEGATIVE,ANGER
'γυναικοκτονία είναι μόνο όταν ο θύτης είναι Έλληνας',NEGATIVE,ANGER
'Έχουμε τόσο πολύ τριφτεί στην κοινωνία και στο κοινωνικό ψεύδος ώστε και η πιο σημαντική αλήθεια ευθέως διατυπωμένη μοιάζει παραδοξολογία',NEGATIVE,SADNESS
'Ραμαζάνι έχουν',NEUTRAL,NO-EMOTION
'που εθίζει νέους και μεγαλύτερους και προκαλεί διαστροφές',NEGATIVE,ANGER
'με το ότι έκανε εκτρώσεις να το προσέξετε λίγο',NEGATIVE,ANGER
'Αφού δεν μπορεί να το αποδείξει η δικαιοσύνη μπορείτε να εγκληματίσετε στα μουλωχτά',NEGATIVE,ANGER
'Μέσα πρέπει να σας πάνε όλους',NEGATIVE,ANGER
'θα του την πέφτανε οι μιτούδες και δεν θα τον ξέπλενε ούτε ο Γάγγης',NEGATIVE,ANGER
'ούτε κανένας ψευτοπροοδευτικός θολοκουλτουριάρης',NEGATIVE,ANGER
'δεν είναι υποχρεωμένη να συναινέσει με τον οποιοδήποτε αν δεν μπορεί ή δεν γουστάρει απλά',NEGATIVE,ANGER
'Ότι κάνουμε μόνοι μας',NEGATIVE,SADNESS
'Δηλαδή ήμαρτον που είναι το metoo;',NEGATIVE,ANGER
'Καλό σου παράδεισο κοριτσάκι μου ',NEGATIVE,SADNESS
κουφές για τις βιασμένες ΚΑΙ δολοφονημένες Ισραηλινές από τα Ορκ της ΧΑΜΑΣ ISIS',NEGATIVE,ANGER
'Όσοι κράζετε εντωμεταξύ τα metoo και τη διαφορετικότητα είστε 9 στους 10 με ψευδώνυμα',NEGATIVE,ANGER
'Οι βιαστές στη φυλακή',NEGATIVE,ANGER
'Η απαξίωση της πολιτικής αποτελεί τραύμα για τη δημοκρατία',NEGATIVE,SADNESS
'η βία κατά των γυναικών είναι εδώ',NEGATIVE,ANGER
'όποιον πάρει ο χάρος',NEGATIVE,DISGUST
'Κάνεις επίθεση σε μια γυναίκα με σεξιστικό ύφος επειδή όρθωσε ανάστημα;',NEGATIVE,ANGER
'Θέλω και τα δυο μου χέρια ελεύθερα',NEGATIVE,ANGER
'τις οποίες συνέχεια τις περιέφεραν προς παραδειγματισμό',NEGATIVE,ANGER
'Η Γερμανού παραδέχτηκε ότι έκανε 3 χρόνια εργασιακό μπούλινγκ στον Πανόπουλο και δεν ασχολείται καμία ‘μαχήτρια’ του metoo ',NEGATIVE,ANGER
'στο roof garden που θα τις ανεβάζουν για χαλαρό ποτάκι',NEGATIVE,ANGER
'Όχι δεν υπάρχει σωφρονισμός πάντα',NEGATIVE,ANGER
'Κάτι δεν κάνουμε καλά',NEGATIVE,ANGER
'Ελπίζω το σχόλιο μου να μην χαθεί ανάμεσα στις χιλιάδες απαντήσεις από το κίνημα MeToo που καταδικάζουν αυτή την νοοτροπία και τρόπο ζωής',NEGATIVE,SADNESS
'(αν τον βάλουν μέσα επιτέλους) Και βασικά ούτε στη φυλακή',NEGATIVE,ANGER
'4 Αιγύπτιοι που διαμένουν σε δομή φιλοξενίας',NEUTRAL,NO-EMOTION
