Άνθρωπος είσαι αν φέρεις σφυροδρέπανο,NEGATIVE,ANGER
Αν όχι καλά να πάθεις και σου άξιζε,NEGATIVE,ANGER
"Το MeToo να κάνει αναφορά στο κακόμοιρο το κοριτσάκι που το βίασαν ομαδικώς που από την λύσσα τους εξάθρωσαν το πόδι της,το ξυλοκοπησαν, το σκότωσαν και το περιφέρανε στην καρότσα",NEGATIVE,ANGER
Οι ξεφτιλισμένες του MeToo?,NEGATIVE,ANGER
ΟΧΙ,NEGATIVE,ANGER
😢,NEGATIVE,SADNESS
"Μπράβο ρε Στέφανε,έχεις δίκιο",POSITIVE,JOY
Διώξε λοιπόν ΟΛΑ τα τωρινά στελέχη του Σύριζα και φέρε νέα από το Attica Gay Pride,NEGATIVE,ANGER
"Δεν υπάρχει η παράνοια που βγάζουν οι κουμμουνιστές αλά καρτ κατά του πολέμου και υπέρ των αδύναμων, αλά καρτ φεμινισμός και MeToo",NEGATIVE,ANGER
"Είναι ξεκάθαρα υπέρ του πολέμου, υπέρ κάθε φρίκης σε αμάχους και υπέρ σε κάθε βιασμό αρκεί να τα βρίσκουν λίγο ή πολύ με αυτόν που τα κάνει 😡🤮",NEGATIVE,ANGER
Η κοπέλα που δολοφονήθηκε βάναυσα είναι αλληλέγγυα,NEGATIVE,SADNESS
Περιμένω από το πρωί να διαβάσω κείμενα οργής από αριστερές συλλογικοτητες και metoo αλλά βρίσκω μόνο υποστήριξη στους φονιάδες της,NEGATIVE,ANGER
Συντρόφισσες μήπως να το δείτε αλλιώς?,NEGATIVE,DISGUST
Οι κυρ Παντελήδες κλαίνε για σας,NEGATIVE,SADNESS
Ούτε καν η Μποφίλιου,NEGATIVE,ANGER
"Ποιον έναντι αμοιβής γλείφουν οι metoo και δεν έχουν βγεί να πουν τίποτα για το βιασμό, τον εξευτελισμό και τη δολοφονία γυναικών από τους Παλαιστίνιους",NEGATIVE,ANGER
Χαχαχαχχα καλό,POSITIVE,JOY
Δεν ξέρεις ότι το metoo είναι για γέλια;,NEGATIVE,ANGER
Άθλια παρομοίωση και λυπάμαι που συμφωνώ απόλυτα με αυτήν,NEGATIVE,SADNESS
Δυστυχώς οι ίδιες οι MeToo επέτρεψαν μια τόσο εξευτελιστική  παρομοίωση,NEGATIVE,ANGER
Να θεωρούνται ντελιβερούδες σε πουτσαρία,NEGATIVE,ANGER
Θλίψη μόνο,NEGATIVE,SADNESS
Βλέπω συνεχώς βίντεο με Παλαιστίνιους της Χάμας να απαγάγουν βίαια γυναίκες και ψάχνω αντιδράσεις στο χάσταγκ MeToo,NEGATIVE,ANGER
Δε βλέπω τίποτα και απορώ γιατί;,NEGATIVE,SURPRISE
"Προκαλώ όλους τους αριστερούς, όλες τις συλλογικοτητες, τις MeToo να πάρουν θέση για τη σφαγή της κοπέλας στο Ισραήλ",NEGATIVE,ANGER
Αν δεν το κάνουν είναι απλά υποκριτές και σιχάματα,NEGATIVE,DISGUST
Τόσο απλά,NEUTRAL,NO-EMOTION
η κακοποίηση των κοριτσιών και γυναικών που θεωρούνται δωρεάν εργάτριες στις οικογένειές τους δεν αναγνωρίζεται ως τέτοια,NEGATIVE,ANGER
Και για να πετύχει η οικονομική κακοποίηση χρειάζονται άλλες κακοποιήσεις από νωρίς,NEGATIVE,ANGER
ώστε η εκμετάλλευση να μην γίνεται αντιληπτή,NEGATIVE,ANGER
Θέλει ο άλλος δύο αγόρια με το αγόρι του,NEGATIVE,DISGUST
Τι τοξική αρρενωπότητα είναι αυτή ρε metoo;,NEGATIVE,ANGER
η ανακοίνωση προσωπικών ιστοριών στο διαδίκτυο είναι ύστατη λύση και όχι χωρίς κινδύνους,NEGATIVE,ANGER
Το ότι τα θύματα βίας είναι σε περιβάλλοντα κακοποιητικά γενικά όπου ούτε να μιλήσουν μπορούν δείχνει ότι τα θύματα βίας εξαναγκάζονται σε διακινδυνεύσεις ξανά και ξανά,NEGATIVE,ANGER
Περιμένω να δω την οργισμένη αντίδραση από τις συντρόφισσες και τις metoo,NEGATIVE,ANGER
Δεν υπάρχουν πιο τοξικά λόγια από του Κασσελάκη χθές,NEGATIVE,ANGER
"Συντρόφισσες, ο άνθρωπος παραγγέλνει από τις μήτρες σας με την ίδια ευκολία που παραγγέλνει σουβλάκια",NEGATIVE,DISGUST
Τι είστε πιτσαρία να δέχεστε παραγγελίες?,NEGATIVE,ANGER
Τη δική μου την υποστήριξη την έχει,POSITIVE,JOY
Διότι καταλαβαίνω ότι είναι αθώος και ότι χρησιμοποιούν το Metoo ως εργαλείο για να τον φιμώσουν,NEGATIVE,ANGER
Είχε αρχίσει να ενοχλεί με τις αλήθειες του,NEGATIVE,ANGER
Θα πρέπει όμως και αυτός να καταλάβει πόσο λάθος ήταν τόσο καιρό και τι ακριβώς στήριζε,NEGATIVE,ANGER
φυσικά τα προσωπικά μου βιώματα δεν ανάγονται σε αντικειμενική αλήθεια και ούτε θέλω να τσουβαλιάσω,NEGATIVE,ANGER
ΑΛΛΑ ,NEGATIVE,ANGER
αν γένει ένα metoo με ιστορίες από μαθητές ανά τις δεκαετίες ΕΧΟΥΜΕ ΠΟΛΛΑ ΝΑ ΔΟΥΜΕ ΚΑΙ ΝΑ ΑΚΟΥΣΟΥΜΕ,NEGATIVE,ANGER
Η καύλα του να ασκείς εξουσία σε αδύναμα όντα είναι πολύ δελεαστική,NEGATIVE,DISGUST
"Κάποια στιγμή, ας βγουν στην φόρα όλα τα χυδαία καπρίτσια",NEGATIVE,ANGER
οι βρισιές και η τρομοκρατία που ασκούσε σε συναδέλφους και εργαζόμενους η πρώην πρώτη κυρία του Alpha,NEGATIVE,ANGER
"Και το «ήταν μικρή, έκανε λάθη, δεν ήξερε»… ας μην τα λέμε",NEGATIVE,ANGER
Βρήκαμε άνθρωπο που δεν έχει ακούσει ποτέ για βία κατά γυναικών και παιδιών,NEGATIVE,DISGUST
"Μιλάμε για δράστες που ούτε δήμαρχοι είναι, ούτε μαφιόζοι, ούτε τίποτε σπουδαίοι",NEGATIVE,ANGER
"συχνά είναι αυτό που λέμε ""δεν τον ξέρει ούτε η μάνα του""",NEGATIVE,ANGER
Χτυπάνε ανθρώπους και δεν συλλαμβάνονται,NEGATIVE,ANGER
όταν έχετε περιστατικά σεξουαλικής κακοποίησης με δράστες μικρά παιδιά μιλάτε με ειδικευμένο προσωπικό σε κρατικές και μη κρατικές κοινωνικές δομές γιατί θα χρειαστείτε συμβουλές και πολλή προσοχή πώς θα χειριστείτε ένα τέτοιο ζήτημα,NEGATIVE,ANGER
Εδώ βλέπουμε τον Κοψιάλη να εξισώνει την σεξουαλική παρενόχληση που δέχεται ένας τύπος γελώντας στα μπουζούκια με τη σεξουαλική παρενόχληση που έχει αναφερθεί σε κινήματα όπως το MeToo,NEGATIVE,ANGER
ΚΛΕΙΣΤΕ ΤΟ ΠΡΟΦΙΛ ΤΟΥ ΦΑΣΙΣΤΑ ΠΟΥ ΕΝΑΝΤΙΩΝΕΤΑΙ ΣΤΑ ΤΣΙΓΓΑΝΙΚΑ ΚΑΙ ΕΥΑΛΩΤΑ ΑΔΕΛΦΙΑ ΜΑΣ,NEGATIVE,ANGER
Και ο Κιμ στη Βόρεια Κορέα έκανε κάτι τέτοια,NEGATIVE,ANGER
Ο φασισμός και ο μισογυνισμός σε όλο το μεγαλείο,NEGATIVE,ANGER
όσο και να είναι τα εκλογικά αποτελέσματα εξοργιστικά,NEGATIVE,ANGER
"η λογική ""τον ψηφίσατε καλά σας κάνει"" είναι ίδια με το ""τον παντρεύτηκες καλά σου κάνει""",NEGATIVE,ANGER
δηλαδή επιχείρημα κατά θυμάτων βίας από τα έγκατα της πατριαρχίας,NEGATIVE,ANGER
Προσοχή στο κενό μεταξύ οργής και κακοποίησης θυμάτων βίας,NEGATIVE,ANGER
Από ευαισθησίες πως τα πάμε?,NEGATIVE,DISGUST
"εκεί στα αριστερά απευθύνομαι στους BlackLivesMatter στους διαφόρους MeToo,στους ανθρωπιστές,στους ιάσωνες,στους ισλαμολάγνους διεθνιστές",NEGATIVE,ANGER
Άλλη μία ημίτρελη δηλαδή που βάλθηκε να καταστρέψει έναν άντρα,NEGATIVE,ANGER
τι πιο σύνηθες,NEGATIVE,ANGER
Τώρα τι φταίει;,NEGATIVE,ANGER
Η πατριαρχία ή ότι οι λευκοί είχαν πριν 200 χρόνια τους μαύρους σκλάβους;,NEGATIVE,ANGER
"Είναι 3% η πολιτική μπαταρία της Έφης Αχτσιόγλου ""δεν έχω ενέργεια"" σαν το παλιό Σύριζα",NEGATIVE,ANGER
αλλά είμαστε δίπλα της αν συμβαίνει κάτι που υποπτευόμαστε,NEGATIVE,ANGER
"Το ""είσαι δική μου ή κανενός"" είναι η αιτία που βγήκε ο όρος γυναικοκτονία και που δείχνει ακριβώς γιατί είναι σωστός",NEGATIVE,ANGER
Ας πούμε λοιπόν ξανά το αυτονόητο,NEGATIVE,ANGER
Και να τον παντρευτούμε τον άλλον και παιδί να έχουμε μαζί του,NEUTRAL,NO-EMOTION
ούτε του ανήκουμε ούτε μας ανήκει,NEGATIVE,ANGER
Πολύ σωστά αναρωτιέστε κ. Αλεξανδράκη,NEUTRAL,NO-EMOTION
Και καλσήρθατε στην πραγματικότητα του ανδρικού φύλου,NEGATIVE,ANGER
το οποίο παρουσιάζεται αποκλειστικά και μόνο ως θύτης και ΠΟΤΕ ως θύμα,NEGATIVE,ANGER
Το Metoo δεν ειναι κίνημα υποστήριξης θυμάτων,NEGATIVE,ANGER
Είναι εργαλείο ανδρικού διασυρμού,NEGATIVE,ANGER
"Περιμένω να γνωστοποιηθεί το όνομα της, να την απολύσουν απο τη δουλειά της και να την βάλουν φυλακή",NEGATIVE,ANGER
Αλλά οκ gender inequality,NEGATIVE,ANGER
ΛΕΜΕ ΟΧΙ ΣΤΟΝ ΟΜΟΦΟΒΙΚΟ ΣΕΞΙΣΜΟ ΣΟΥ,NEGATIVE,ANGER
13 ώρες δουλειά σημαίνει ότι η πατριαρχική βία αυξάνεται για όλους,NEGATIVE,FEAR
αφού οι εργοδότες παίρνουν ακόμη περισσότερη ισχύ,NEGATIVE,FEAR
Και μετά για να βγει το επόμενο 13ωρο κάποιοι (συνήθως γυναίκες και παιδιά) θα γίνουν σάκοι του μπόξ στο σπίτι ψυχολογικά ή κυριολεκτικά,NEGATIVE,ANGER
Οι άγαμες λεσβίες γατομάνες της αριστεράς προφανώς και δεν θα κάνουν κάποια διαδήλωση γιατί ο δράστης είναι αλλοδαπός και επειδη τις Κυριακές καθαρίζουν τους δονητές τους,NEGATIVE,ANGER
Έλα υπερεκτιμημένο κοκκινόμαλλο τέρας η Μπέτυ σε έστειλε εκεί που αξίζεις γιατί έπαιζες μόνη σου,NEGATIVE,ANGER
πρέπει να σκεφτείς ιστορίες για το διαζύγιο και τα παιδιά πάλι μπας και κανείς νούμερακια,NEGATIVE,ANGER
Ακόμα και το metoo σε κατάλαβε,NEGATIVE,DISGUST
Τι σκατά συμβαίνει στον κόσμο;,NEGATIVE,ANGER
Πόσο κατά διαόλου πάμε;,NEGATIVE,ANGER
Πόσες πρέπει να τσακίσει ή να δολοφονήσει η πατριαρχία για να αλλάξει η κοινωνία;,NEGATIVE,ANGER
Να σαπίσει στην φυλακή το καθίκι,NEGATIVE,ANGER
Δε μαθαίνετε τις αδερφές σας να μην σκοτώνουν τα παιδάκια;,NEGATIVE,ANGER
Εξηγήστε μου λίγο πως 12 γυναικοκτονίες το χρόνο είναι πιο σοβαρό πρόβλημα από τα εργατικά ατυχήματα;,NEGATIVE,ANGER
Αποκάλεσα τη γυναίκα μου με το μικρό της όνομα και με είπε σεξιστή,NEGATIVE,DISGUST
Άνοιξε σχολή η Αχτσιόγλου,NEUTRAL,NO-EMOTION
Θα κάνω αντρικό Metoo,NEUTRAL,NO-EMOTION
ΌποIος υποστηρίζει την τσατσά Μαργέτα που εκβίασε συναισθηματικά μια απελπισμένη γυναίκα καρφώνοντας την παραμικρή της κίνηση στον γιό της και τώρα το παίζει μετανοούσα να μην ξεχάσει να κράξει στο MeToo,NEGATIVE,ANGER
Ακόμα κι αν πρόκειται για έργο είναι απαράδεκτα τα σχόλια,NEGATIVE,ANGER
"βλέπω γυναίκες σήμερα να κοροϊδεύουν άλλη γυναίκα γιατί έθιξε ένα σοβαρό θέμα 
των διακρίσεων που δεχόμαστε οι γυναίκες στα κοινά οι ίδιες που ανεβάζουν μετά MeToo",NEGATIVE,ANGER
Στο μεταξύ στον ΣΥΡΙΖΑ έχουν μπλέξει τις πολιτικές τους ορθότητες,NEGATIVE,ANGER
Ο Κασσελάκης διαμαρτύρεται ότι τον κριτικάρουν αρνητικά επειδή είναι γκέι,NEGATIVE,ANGER
Η Αχτσιόγλου λέει πως ο Κασσελάκης της απευθύνεται υποτιμητικά επειδή είναι γυναίκα,NEGATIVE,ANGER
Του MeToo το κάγκελο γίνεται στον ΣΥΡΙΖΑ,NEGATIVE,ANGER
Έκανε μέγα λάθος που το έριξε απευθείας στο σεξιστικό απευθυνόμενη σε αντανακλαστικά,NEGATIVE,ANGER
Έντονα αμυντική στάση που προδίδει εκνευρισμό,NEGATIVE,ANGER
Πολλοί από την πλευρά της βγαίνουν με έντονα διχαστικές δηλώσεις,NEGATIVE,ANGER
Και πολύ κακώς χαρακτηρίζει μια τόσο ισχυρή τάση συλλογική ηλιθιότητα,NEGATIVE,DISGUST
τάχθηκε ενάντια στις μεγάλες φαρμακοβιομηχανίες και έκανε ολόκληρα βίντεο για αυτά τα θέματα,NEGATIVE,ANGER
"Στο διά ταύτα,γίνεται αντιληπτό ότι το Metoo χρησιμοποιείται ΚΑΙ σε αυτή την περίπτωση για να διασύρει,καταστρέψει και φιμώσει ακόμη έναν άνδρα",NEGATIVE,ANGER
Και μάλιστα,NEUTRAL,NO-EMOTION
"Για να μη ξεχνιόμαστε κάποια μισάνθρωπα σκουπίδια κάνανε πορείες συμπαράστασης και συγκεντρώσεις με αίτημα να αποφυλακιστεί η ""μητέρα"" της 12χρονης",NEGATIVE,ANGER
Τα γνωστά μώβ σκατόψυχα σκουπίδια,NEGATIVE,DISGUST
Τη συγχώρεση την είχα ήδη λάβει από τις 2 γυναίκες που φέρθηκα παραβιαστικά,NEGATIVE,SADNESS
"εγώ βγήκα να το πω δημόσια στα πλαίσια του metoo ότι δηλαδή ""και εγώ κακοποίησα"" ",NEGATIVE,SADNESS
Τέλος πάντων μη σας σπάω τις μπάλες άλλο ρε τα λέμε,NEGATIVE,ANGER
Οι άντρες είναι σεξιστες πατριάρχες και μισογύνηδες,NEGATIVE,ANGER
"Εν τω μεταξύ κατά δεύτερη κουβέντα της είναι για το αιδοίο,το πέος και την ικανότητα η ανικανότητα",NEGATIVE,ANGER
"Πες τα γιατί με μπλόκαρε,απόπειρα βιασμού για να είμαστε σαφείς",NEGATIVE,ANGER
"μας ενημερώνουν πως ""ώχου μωρέ, πως κάνετε έτσι για το 1% που ειναι ψευδείς καταγγελιές",NEGATIVE,ANGER
"Ενώ ήδη απο το 2019 (πρίν έρθει καλά καλά το Metoo στην Ελλάδα), τα κρατικά στατιστικά εδειχναν το 50% ήταν αποδεδειγμένα ψευδείς καταγγελίες",NEGATIVE,ANGER
Και όλοι καταλαβαίνουμε που πάνε καλά ορισμένες μανούλες;,NEGATIVE,DISGUST
"Τα θερμά μου συγχαρητήρια στη δασκάλα και στη διευθύντρια που έκαναν τα νόμιμα και εάν ο δάσκαλος αποφασίσει να κυνηγήσει όσα του επιτέθηκαν και μάλιστα στη δουλειά του, να τον στηρίξουμε",POSITIVE,JOY
Τα εγκλήματα του στρατού του Αζερμπαϊτζάν αποδεικνύουν ότι η βαρβαρότητά τους είναι παρόμοια με αυτή του ISIS και των Ναζί του Β' Παγκοσμίου Πολέμου,NEGATIVE,ANGER
ΜΟΥΓΚΑ ΟΙ ΠΑΓΚΟΣΜΙΕΣ ΜETOO,NEGATIVE,ANGER
Για την άλλη που τον έπαιρνε…κουβέντα,NEGATIVE,ANGER
Ούτε τη φάτσα της δεν δείχνουν μην την δεί αυτός που την αποχαιρέτησε στο αεροδρόμιο ή αυτός που την περίμενε…μιας και τον άλλο τον γνώρισε μισή ώρα πριν στο gate…,NEGATIVE,DISGUST
Ωραία ισότητα,NEGATIVE,SADNESS
"Που είναι εκείνες που έκαναν πασαρέλα καθημερινώς, στα Δικαστήρια?",NEGATIVE,ANGER
Στο θάνατο της Όλγας (που άφησε παράλυτη σκότωσε στο ξύλο ο άντρας της) δεν εμφανίστηκαν ,NEGATIVE,ANGER
Το metoo είναι μόνο για τους καλλιτέχνες?,NEGATIVE,ANGER
Για αυτό δεν θα το ξανακάνει και θα μείνετε όλες σας με τους άλλους που σας κάνουν να γράφετε metoo και τέτοια,NEGATIVE,ANGER
"Καταλάβετέ το: Σε μεγάλο ποσοστό, οι άντρες που βρίζετε είναι δικά σας δημιουργήματα",NEGATIVE,ANGER
Άλλη μια από μας θα λείπει,NEGATIVE,SADNESS
Μωρέ μαλάκες τι πάθατε;,NEGATIVE,ANGER
Γιατί θερίζετε τις γυναίκες;,NEGATIVE,ANGER
Γιατί αφήνετε παιδιά ορφανά;,NEGATIVE,ANGER
Όταν είσαι σε μια κακοποιητική σχέση είναι 2 τα μεγάλα ρίσκα:,NEUTRAL,NO-EMOTION
Το 1ο είναι να παραμείνεις,NEGATIVE,FEAR
Το άλλο είναι να φύγεις,NEGATIVE,FEAR
Και στις 2 περιπτώσεις μη διστάσεις να ζητήσεις βοήθεια,NEGATIVE,SADNESS
Ο πατέρας του τα άκουγε αυτά και δεν ειδοποίησε κανέναν,NEGATIVE,ANGER
ήξερε ότι πήρε όπλο για να σκοτώσει και δεν ειδοποίησε ούτε τη γυναίκα ούτε αστυνομία ή έστω ψυχολόγο να δουν πώς θα τον συμμαζέψουν,NEGATIVE,ANGER
"Μεγάλωσα με έναν παππού βετεράνο και πολυτραυματία δυο πολέμων, πρόσφυγα και εργάτη από τα 8 του χρόνια",NEGATIVE,SADNESS
"Ήταν από τους πιο ήρεμους ανθρώπους που ξέρω, ούτε έβριζε καλά καλά",POSITIVE,JOY
"Οπότε αν μπορούσε αυτός να μην αποτελεί κίνδυνο, μπορούν όλοι",NEGATIVE,ANGER
Όλοι,NEUTRAL,NO-EMOTION
"Είναι απλό αφού στο MeToo φοβάστε τόσο τους Έλληνες και την πατριάρχία, παντρευτείτε μετανάστες",NEGATIVE,ANGER
Άλλη μία γυναικοκτονία στη Θεσσαλονίκη,NEGATIVE,ANGER
το μέτρημα το έχουμε χάσει,NEGATIVE,SADNESS
η βία κατά των γυναικών είναι εδώ,NEGATIVE,ANGER
η πατριαρχία συνεχίζει να σκοτώνει,NEGATIVE,ANGER
επιβάλλεται ως 1ο βήμα αντιμετώπισης η νομική αναγνώριση από την κυβέρνηση της “γυναικοκτονίας”,NEGATIVE,ANGER
Αστυνομικός δολοφόνησε τη πρώην σύζυγο του και αυτοκτόνησε,NEGATIVE,ANGER
🤬Δε μπορούσε να αντέξει τον χωρισμό,NEGATIVE,ANGER
Είχαν πάρει συν διαζύγιο,NEGATIVE,ANGER
"Πήγε τα παιδιά του στο σχολείο,γύρισε και σκότωσε με καραμπίνα τη 42χρονη γυναίκα",NEGATIVE,ANGER
Τα παιδιά δε γνωρίζουν ότι είναι νεκροί οι γονείς,NEGATIVE,SADNESS
Τόση ζημιά έχει επιφέρει το Metoo,NEGATIVE,ANGER
Το μισανδρικό κίνημα που στηρίξατε τόσο σθεναρά και το οποίο κατήργησε το τεκμήριο αθωότητας του άνδρα,NEGATIVE,ANGER
Και όσες χαζογελάτε πιστεύοντας ότι δεν σας αφορά απλά ρίξτε μια ματιά πόσοι άνδρες πια σας φλερτάρουν,NEGATIVE,ANGER
Πλήρης απομάκρυνση των 2 φύλων,NEGATIVE,SADNESS
"Δεν μπορείς να λες ότι υποστηρίζεις το MeToo και ότι είσαι με τα θύματα, ενώ ταυτόχρονα πας και ποζάρεις με τον παιδοβιαστή Woody Allen",NEGATIVE,ANGER
Δεν θα σας δώσει ρολάκια έτσι κι αλλιώς,NEGATIVE,ANGER
ανόητοι εγχώριοι κλόουν της showbiz ,NEGATIVE,ANGER
 όχι τυχαία αυτός επέλεξε να επιτεθεί στην περιοχή της Ομόνοιας ξέροντας ότι καμία γυναίκα δεν αισθάνεται ασφαλής να πάει να καταγγείλει στο συγκεκριμένο αστυνομικό τμήμα της περιοχής,NEGATIVE,ANGER
μια χαρά,POSITIVE,JOY
κακοποιητές θεσμικοί εξωθεσμικοί μια γροθιά όλοι μαζί,NEGATIVE,ANGER
metoo και συντρόφισσες,NEUTRAL,NO-EMOTION
Συμφωνούμε πως η κάθε γυναίκα έχει δικαίωμα επιλογής όπως πολύ σοφά λέτε,POSITIVE,JOY
"Σε αυτή την περίπτωση θα βροντοφωνάξουμε όλοι μαζί ""Κάτω η θρησκεία του θανάτου και της σκλαβιάς""?",NEGATIVE,ANGER
Α με την ευκαιρία να θυμίσω πως ο δολοφόνος της τρανς Άννας ήταν Μπαγκλατεσιανός,NEGATIVE,ANGER
Ξεκίνησες γράφοντας μια τρομερή μαλακία τσουβάλιασμα και ξιπασμένα δήλωσες πως δεν σε ενδιαφέρουν οι αντιδράσεις,NEGATIVE,ANGER
Ανακάλεσε την ρατσιστική μαλακία (ο τοπικισμός είναι ρατσισμός) και θα σε υποστηρίξουμε σε ότι θες,NEGATIVE,ANGER
Το MeToo τελείως άκυρο,NEGATIVE,ANGER
Που είστε ρε κορίτσια;,NEUTRAL,SURPRISE
Που είναι αυτό το MeToo;,NEGATIVE,SURPRISE
Που είναι ο ακτιβισμός;,NEGATIVE,SURPRISE
Τα κινήματα;,NEUTRAL,SURPRISE
Η Γενική Γραμματεία Ισότητας;,NEUTRAL,SURPRISE
"Εντάξει μπορεί η ""κυρία"" να έκανε ευθεία ρατσιστική εθνοτική και ηθική επίθεση, αλλά και εσείς δεν εξηγείστε καλά",NEGATIVE,ANGER
Μόνη και έρημη έμεινε,NEGATIVE,SADNESS
Κρυμμένη πίσω από φουστάνια😎,NEGATIVE,ANGER
Μαλάκα ΔΕΝ ΓΙΝΕΤΑΙ,NEGATIVE,ANGER
"ΑΠΛΑ ΔΕΝ ΓΙΝΕΤΑΙ ΤΡΕΙΣ ΜΕΡΕΣ ΟΛΑ ΤΑ ΣΕΞΙΣΤΑΚΙΑ ΕΠΙΘΕΣΗ ΚΑΙ ΟΥΤΕ ΜΙΑ ΔΕΝ ΗΡΘΕ ΝΑ ΠΕΙ ΜΙΑ ΚΟΥΒΕΝΤΑ
ΜΙΑ",NEGATIVE,ANGER
Έχουν έρθει 4 άντρες,NEUTRAL,NO-EMOTION
ΟΥΤΕ ΜΙΑ ΓΥΝΑΙΚΑ,NEGATIVE,SADNESS
Μπράβο κοριτσάρες μου ΠΑΜΕ ΓΕΡΑ,NEGATIVE,ANGER
H ισότητα δεν ειναι a la cart,NEGATIVE,ANGER
Ισότητα παντού δεν ευαγγελίζεται η LGBTQ κοινότητα και το MeToo,NEGATIVE,ANGER
Όταν απαιτείς ίσα δικαιώματα και καλά κάνεις είσαι υποχρεωμένος να εχεις και τις ίδιες υποχρεώσεις,NEGATIVE,ANGER
"Τι άλλο θα δούμε ρε φίλε,αρρώστια",NEGATIVE,DISGUST
Πήγε ο άλλος και έμπηξε σύριγγα με το σπέρμα του στο πόδι τής άγνωστης γυναίκας στα καλά καθούμενα,NEGATIVE,ANGER
Από πού να φυλαχτουμε δηλαδη;,NEGATIVE,FEAR
νοσεί βαρύτατα το ανθρώπινο είδος και το χειρότερο είναι πως δεν έχει επίγνωση,NEGATIVE,ANGER
όποιον πάρει ο χάρος,NEGATIVE,DISGUST
Όπως τα λέει,NEUTRAL,NO-EMOTION
Αηδία πια να βγάζουν ψυχικά ασθενή τον κάθε κακοποιητη,NEGATIVE,DISGUST
"Σε κοπέλα κάρφωσε τη σύριγγα, όχι σε κάποιον άντρα με μεγαλύτερη μάζα από τη δική του",NEGATIVE,ANGER
ΠΑΚΙΣΤΑΝΟΣ ΣΚΟΤΩΣΕ ΤΗΝ 18ΧΡΟΝΗ ΚΟΡΗ ΤΟΥ ΣΤΗΝ ΙΤΑΛΙΑ ΤΟ 2018 ΕΠΕΙΔΗ ΑΡΝΕΙΤΟ ΝΑ ΠΑΝΤΡΕΥΤΕΙ ΤΟΝ ΑΝΤΡΑ ΠΟΥ ΤΗΣ ΔΙΑΛΕΞΑΝ ΚΑΙ ΤΗΝ ΕΚΑΝΕ ΓΙΑ ΤΟ ΠΑΚΙΣΤΑΝ,NEGATIVE,ANGER
ΤΑ ΛΕΙΨΑΝΑ ΤΗΣ ΚΟΠΕΛΑΣ ΒΡΕΘΗΚΑΝ ΣΤΗ ΒΟΡΕΙΟ ΙΤΑΛΙΑ ΠΟΥ ΖΟΥΣΑΝ ΤΟΤΕ,NEGATIVE,SADNESS
ΠΟΥ ΕΙΝΑΙ ΟΙ ΜΙΤΟΥΔΕΣ ΤΩΡΑ,NEGATIVE,ANGER
Έδινε ναρκωτικά στα δύο ανήλικα και στη συνέχεια ασελγούσε πάνω τους,NEGATIVE,ANGER
Μην περιμένετε κανένα Metoo να θυμηθει ξαφνικά τα θύματα,NEGATIVE,ANGER
μιας και βιάστρια είναι γυναίκα,NEGATIVE,ANGER
Οπότε ας στρέψουμε την προσοχή μας στα red flags που ανακοίνωνε,NEGATIVE,ANGER
"τύπου ""μα, εγώ τα έλεγα""",NEGATIVE,ANGER
Μπούχτισε ο άνθρωπος με τα ρεζιλίκια του ανιψιού και τον δίνει κανονικά,NEGATIVE,ANGER
Τον ήξεραν προφανώς τι κουμάσι είναι,NEGATIVE,ANGER
απλά τώρα δεν κρύβεται το χάλι του,NEGATIVE,ANGER
Να τον μάζευαν νωρίτερα και αυτόν και τους συγγενείς που τον στηρίζουν,NEGATIVE,ANGER
Μετά από αυτό το θρεντ ελάτε να μας πείτε πάλι ότι κακώς θέλουμε σε κάποιες όχι όλες κάποιες περιπτώσεις τα ισόβια να είναι όντως ισόβια,NEGATIVE,ANGER
Δηλαδή να μπαίνουν στη φυλακή και να μην ξαναβγούν ποτέ,NEGATIVE,ANGER
Όχι δεν υπάρχει σωφρονισμός πάντα,NEGATIVE,ANGER
Και αυτό το τέρας,NEGATIVE,ANGER
αυτό το καθίκι γιατί να του αξίζει να έχει και άλλες ευκαιρίες ή να του αξίζει κάποια στιγμή να αποφυλακιστεί,NEGATIVE,ANGER
(αν τον βάλουν μέσα επιτέλους) Και βασικά ούτε στη φυλακή,NEGATIVE,ANGER
Να τον στείλουν στον αγύριστο,NEGATIVE,ANGER
Κυριολεκτικά όμως,NEGATIVE,ANGER
Κανονικά αυτό πρέπει να γίνει,NEUTRAL,NO-EMOTION
Να πάει μέσα για φόνο,NEGATIVE,ANGER
Δε θα πάθαινε καμία λοίμωξη η Όλγα αν δεν βρισκόταν η γυναίκα εκεί που βρισκόταν,NEGATIVE,SADNESS
Και πώς βρέθηκε εκεί;,NEGATIVE,ANGER
Από ξυλοδαρμό,NEGATIVE,ANGER
Άρα ουσιαστικά αυτός φταίει που πέθανε,NEGATIVE,ANGER
Αυτοί που ασκούν πολεμικές τέχνες θα έπρεπε να καταδικάζονται πολύ αυστηρότερα σε τέτοιες περιπτώσεις,NEGATIVE,ANGER
Αυτή η μάνα που έκανε τέτοιον γιό πρέπει να το είναι πολύ περήφανη,NEGATIVE,ANGER
Η Όλγα μπορεί να έπαθε λοίμωξη του αναπνευστικού αλλά στην ουσία η βασικότερη αιτία που πέθανε ήταν ο ξυλοδαρμός από το καθίκι που την έδειρε,NEGATIVE,ANGER
